timestamp;buy_price;sell_price;last_update;source;type
2020-01-20 19:15:03.131187;81.34;0.0;20-01-20;rava;CCL
2020-01-20 19:15:02.968176;809.559;810.657;01/20/2020 16:05:09;cronista;CCL
2020-01-20 19:15:03.110153;76.25;77.25;01/20/2020 16:10:13;cronista;BLUE
2020-01-20 19:15:03.198433;74.0;78.0;20-01-20;dolar-bluehoy;BLUE
2020-01-20 19:20:02.368313;81.29;81.39;20-01-20 16:19;dolarhoy;CCL
2020-01-20 19:20:02.388514;73.75;77.75;20-01-20 16:19;dolarhoy;BLUE
2020-01-20 19:20:02.501984;81.31;0.0;20-01-20;rava;CCL
2020-01-20 19:20:02.045332;809.559;810.657;01/20/2020 16:15:18;cronista;CCL
2020-01-20 19:20:02.406329;76.25;77.25;01/20/2020 16:15:18;cronista;BLUE
2020-01-20 19:20:02.177031;74.0;78.0;20-01-20;dolar-bluehoy;BLUE
2020-01-20 19:25:02.963007;81.29;81.39;20-01-20 16:24;dolarhoy;CCL
2020-01-20 19:25:02.976014;73.75;77.75;20-01-20 16:24;dolarhoy;BLUE
2020-01-20 19:25:02.990447;81.39;0.0;20-01-20;rava;CCL
2020-01-20 19:25:02.460502;809.559;810.657;01/20/2020 16:15:18;cronista;CCL
2020-01-20 19:25:02.462463;76.25;77.25;01/20/2020 16:15:18;cronista;BLUE
2020-01-20 19:25:06.393564;74.0;78.0;20-01-20;dolar-bluehoy;BLUE
2020-01-20 19:30:02.732568;81.31;81.39;20-01-20 16:29;dolarhoy;CCL
2020-01-20 19:30:02.821300;73.75;77.75;20-01-20 16:29;dolarhoy;BLUE
2020-01-20 19:30:02.811991;81.31;0.0;20-01-20;rava;CCL
2020-01-20 19:30:02.531834;809.559;810.657;01/20/2020 16:25:26;cronista;CCL
2020-01-20 19:30:02.447572;76.25;77.25;01/20/2020 16:25:26;cronista;BLUE
2020-01-20 19:30:02.951606;74.0;78.0;20-01-20;dolar-bluehoy;BLUE
2020-01-20 19:35:02.504423;81.28;81.41;20-01-20 16:35;dolarhoy;CCL
2020-01-20 19:35:02.454821;73.75;77.75;20-01-20 16:35;dolarhoy;BLUE
2020-01-20 19:35:02.607438;81.36;0.0;20-01-20;rava;CCL
2020-01-20 19:35:02.083405;809.559;810.657;01/20/2020 16:25:26;cronista;CCL
2020-01-20 19:35:02.128138;76.25;77.25;01/20/2020 16:30:30;cronista;BLUE
2020-01-20 19:35:02.215314;74.0;78.0;20-01-20;dolar-bluehoy;BLUE
