ma_long,ma_short,n_iter,train,train_date_final,train_date_init,val_date_final,val_date_init,validation,bm_train,bm_validation,Xcapit_ratio
298.95163346116266,22.967489001232487,0.0,1.1011931256873144,2019-10-12 05:00:00+00:00,2018-11-22 21:00:00+00:00,2020-01-01 00:00:00+00:00,2019-10-12 05:00:00+00:00,0.3699614098026663,0.27879475546183496,1.5187464451402488,0.2116548244573953
